Year,Code,Major,College,CollegeID,C_P,Program,Male,Female,SUM,Ratio
103,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,14,3,17,17.64705882
100,520234,應用力學研究所,理學院,7,理學院碩士班,Master,62,13,75,17.33333333
103,440401,大氣科學系,理學院,7,理學院碩士班,Master,15,3,18,16.66666667
105,440301,物理學系,理學院,7,理學院碩士班,Master,55,11,66,16.66666667
100,440301,物理學系,理學院,7,理學院碩士班,Master,58,11,69,15.94202899
97,440301,物理學系,理學院,7,理學院碩士班,Master,62,11,73,15.06849315
105,520234,應用力學研究所,理學院,7,理學院碩士班,Master,69,12,81,14.81481481
98,460101,數學系,理學院,7,理學院碩士班,Master,29,5,34,14.70588235
100,440601,天文物理研究所,理學院,7,理學院碩士班,Master,6,1,7,14.28571429
101,440508,海洋研究所 海洋物理組,理學院,7,理學院碩士班,Master,6,1,7,14.28571429
103,469904,應用數學科學研究所,理學院,7,理學院碩士班,Master,12,2,14,14.28571429
101,520234,應用力學研究所,理學院,7,理學院碩士班,Master,67,11,78,14.1025641
103,440301,物理學系,理學院,7,理學院碩士班,Master,64,10,74,13.51351351
104,520234,應用力學研究所,理學院,7,理學院碩士班,Master,71,11,82,13.41463415
100,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,13,2,15,13.33333333
98,520234,應用力學研究所,理學院,7,理學院碩士班,Master,65,10,75,13.33333333
104,440301,物理學系,理學院,7,理學院碩士班,Master,63,9,72,12.5
102,440301,物理學系,理學院,7,理學院碩士班,Master,61,8,69,11.5942029
103,460101,數學系,理學院,7,理學院碩士班,Master,23,3,26,11.53846154
97,440601,天文物理研究所,理學院,7,理學院碩士班,Master,8,1,9,11.11111111
98,440508,海洋研究所海洋化學組,理學院,7,理學院碩士班,Master,8,1,9,11.11111111
100,460101,數學系,理學院,7,理學院碩士班,Master,24,3,27,11.11111111
99,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,18,2,20,10
104,469904,應用數學科學研究所,理學院,7,理學院碩士班,Master,10,1,11,9.090909091
97,460101,數學系,理學院,7,理學院碩士班,Master,40,4,44,9.090909091
103,520234,應用力學研究所,理學院,7,理學院碩士班,Master,70,7,77,9.090909091
99,520234,應用力學研究所,理學院,7,理學院碩士班,Master,82,8,90,8.888888889
102,520234,應用力學研究所,理學院,7,理學院碩士班,Master,69,6,75,8
102,460101,數學系,理學院,7,理學院碩士班,Master,24,2,26,7.692307692
97,520234,應用力學研究所,理學院,7,理學院碩士班,Master,74,6,80,7.5
104,460101,數學系,理學院,7,理學院碩士班,Master,13,1,14,7.142857143
104,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,14,1,15,6.666666667
101,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,15,1,16,6.25
102,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,15,1,16,6.25
101,460101,數學系,理學院,7,理學院碩士班,Master,30,2,32,6.25
99,460101,數學系,理學院,7,理學院碩士班,Master,31,2,33,6.060606061
98,440301,物理學系,理學院,7,理學院碩士班,Master,66,4,70,5.714285714
99,440301,物理學系,理學院,7,理學院碩士班,Master,66,4,70,5.714285714
98,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,17,1,18,5.555555556
101,440301,物理學系,理學院,7,理學院碩士班,Master,74,2,76,2.631578947
100,440508,海洋研究所 海洋化學組,理學院,7,理學院碩士班,Master,6,0,6,0
105,440601,天文物理研究所,理學院,7,理學院碩士班,Master,6,0,6,0
102,440601,天文物理研究所,理學院,7,理學院碩士班,Master,8,0,8,0
102,469904,應用數學科學研究所,理學院,7,理學院碩士班,Master,10,0,10,0
97,440302,應用物理學研究所,理學院,7,理學院碩士班,Master,13,0,13,0
105,469904,應用數學科學研究所,理學院,7,理學院碩士班,Master,13,0,13,0
105,460101,數學系,理學院,7,理學院碩士班,Master,17,0,17,0
97,440401,大氣科學系,理學院,7,理學院博士班,phD,2,4,6,66.66666667
100,440508,海洋研究所,理學院,7,理學院博士班,phD,2,4,6,66.66666667
101,440203,地質科學系,理學院,7,理學院博士班,phD,2,4,6,66.66666667
102,310501,心理學系 一般心理學組,理學院,7,理學院博士班,phD,3,6,9,66.66666667
104,440203,地質科學系,理學院,7,理學院博士班,phD,3,6,9,66.66666667
102,440401,大氣科學系,理學院,7,理學院博士班,phD,3,5,8,62.5
98,310602,地理環境資源學系,理學院,7,理學院博士班,phD,2,3,5,60
99,310501,心理學系臨床心理學組,理學院,7,理學院博士班,phD,2,3,5,60
97,310501,心理學系一般心理學組,理學院,7,理學院博士班,phD,3,4,7,57.14285714
98,310501,心理學系一般心理學組,理學院,7,理學院博士班,phD,3,4,7,57.14285714
99,310501,心理學系一般心理學組,理學院,7,理學院博士班,phD,3,4,7,57.14285714
100,310501,心理學系 一般心理學組,理學院,7,理學院博士班,phD,3,4,7,57.14285714
101,440101,化學系 化學生物學組,理學院,7,理學院博士班,phD,5,6,11,54.54545455
99,440401,大氣科學系,理學院,7,理學院博士班,phD,3,3,6,50
101,310501,心理學系 一般心理學組,理學院,7,理學院博士班,phD,3,3,6,50
101,310602,地理環境資源學系,理學院,7,理學院博士班,phD,3,3,6,50
100,310602,地理環境資源學系,理學院,7,理學院博士班,phD,4,4,8,50
104,310501,心理學系,理學院,7,理學院博士班,phD,4,4,8,50
98,440508,海洋研究所,理學院,7,理學院博士班,phD,3,2,5,40
99,310602,地理環境資源學系,理學院,7,理學院博士班,phD,3,2,5,40
102,440508,海洋研究所,理學院,7,理學院博士班,phD,3,2,5,40
104,310602,地理環境資源學系,理學院,7,理學院博士班,phD,3,2,5,40
105,310602,地理環境資源學系,理學院,7,理學院博士班,phD,3,2,5,40
105,440101,化學系－化學生物學組,理學院,7,理學院博士班,phD,3,2,5,40
99,440101,化學系化學生物學組,理學院,7,理學院博士班,phD,8,5,13,38.46153846
105,440203,地質科學系,理學院,7,理學院博士班,phD,5,3,8,37.5
99,440203,地質科學系,理學院,7,理學院博士班,phD,7,4,11,36.36363636
102,440101,化學系 化學組,理學院,7,理學院博士班,phD,18,10,28,35.71428571
102,440203,地質科學系,理學院,7,理學院博士班,phD,4,2,6,33.33333333
100,440203,地質科學系,理學院,7,理學院博士班,phD,6,3,9,33.33333333
104,440101,化學系,理學院,7,理學院博士班,phD,19,9,28,32.14285714
98,440203,地質科學系,理學院,7,理學院博士班,phD,8,3,11,27.27272727
98,440101,化學系化學組,理學院,7,理學院博士班,phD,30,11,41,26.82926829
103,440203,地質科學系,理學院,7,理學院博士班,phD,6,2,8,25
100,440101,化學系 化學組,理學院,7,理學院博士班,phD,21,7,28,25
97,440101,化學系化學組,理學院,7,理學院博士班,phD,35,10,45,22.22222222
101,440301,物理學系,理學院,7,理學院博士班,phD,23,6,29,20.68965517
102,440101,化學系 化學生物學組,理學院,7,理學院博士班,phD,4,1,5,20
104,520234,應用力學研究所,理學院,7,理學院博士班,phD,4,1,5,20
97,460101,數學系,理學院,7,理學院博士班,phD,8,2,10,20
99,440301,物理學系,理學院,7,理學院博士班,phD,18,4,22,18.18181818
101,440101,化學系 化學組,理學院,7,理學院博士班,phD,33,7,40,17.5
98,460101,數學系,理學院,7,理學院博士班,phD,5,1,6,16.66666667
99,440302,應用物理學研究所,理學院,7,理學院博士班,phD,5,1,6,16.66666667
105,310501,心理學系－一般心理學組,理學院,7,理學院博士班,phD,5,1,6,16.66666667
97,440203,地質科學系,理學院,7,理學院博士班,phD,10,2,12,16.66666667
99,440101,化學系化學組,理學院,7,理學院博士班,phD,26,5,31,16.12903226
103,440301,物理學系,理學院,7,理學院博士班,phD,21,4,25,16
105,440101,化學系－化學組,理學院,7,理學院博士班,phD,16,3,19,15.78947368
102,440301,物理學系,理學院,7,理學院博士班,phD,22,4,26,15.38461538
104,440301,物理學系,理學院,7,理學院博士班,phD,25,4,29,13.79310345
103,440101,化學系 化學組,理學院,7,理學院博士班,phD,19,3,22,13.63636364
98,440301,物理學系,理學院,7,理學院博士班,phD,33,5,38,13.15789474
105,440302,應用物理學研究所,理學院,7,理學院博士班,phD,7,1,8,12.5
97,440301,物理學系,理學院,7,理學院博士班,phD,29,3,32,9.375
97,520234,應用力學研究所,理學院,7,理學院博士班,phD,13,1,14,7.142857143
99,520234,應用力學研究所,理學院,7,理學院博士班,phD,13,1,14,7.142857143
100,440301,物理學系,理學院,7,理學院博士班,phD,37,2,39,5.128205128
105,440301,物理學系,理學院,7,理學院博士班,phD,22,1,23,4.347826087
99,460101,數學系,理學院,7,理學院博士班,phD,5,0,5,0
100,460101,數學系,理學院,7,理學院博士班,phD,5,0,5,0
104,460101,數學系,理學院,7,理學院博士班,phD,5,0,5,0
100,440302,應用物理學研究所,理學院,7,理學院博士班,phD,6,0,6,0
97,310602,地理環境資源學系,理學院,7,理學院博士班,phD,7,0,7,0
100,440401,大氣科學系,理學院,7,理學院博士班,phD,7,0,7,0
103,440101,化學系 化學生物學組,理學院,7,理學院博士班,phD,7,0,7,0
100,520234,應用力學研究所,理學院,7,理學院博士班,phD,8,0,8,0
105,520234,應用力學研究所,理學院,7,理學院博士班,phD,8,0,8,0
101,520234,應用力學研究所,理學院,7,理學院博士班,phD,9,0,9,0
98,520234,應用力學研究所,理學院,7,理學院博士班,phD,13,0,13,0
105,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,37,18,55,32.72727273
104,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,92,33,125,26.4
103,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,82,28,110,25.45454545
105,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,83,28,111,25.22522523
104,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,42,13,55,23.63636364
97,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,41,12,53,22.64150943
101,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,95,27,122,22.13114754
99,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,86,24,110,21.81818182
98,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,40,11,51,21.56862745
99,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,96,26,122,21.31147541
103,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,41,11,52,21.15384615
98,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,90,23,113,20.3539823
100,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,90,23,113,20.3539823
97,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,97,24,121,19.83471074
105,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,41,10,51,19.60784314
103,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,119,29,148,19.59459459
98,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,98,23,121,19.00826446
100,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,97,21,118,17.79661017
104,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,89,19,108,17.59259259
100,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,44,9,53,16.98113208
103,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,84,17,101,16.83168317
99,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,41,8,49,16.32653061
105,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,87,16,103,15.53398058
98,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,44,8,52,15.38461538
102,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,88,16,104,15.38461538
97,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,99,18,117,15.38461538
99,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,47,8,55,14.54545455
102,520401,化學工程學系,工學院,8,工學院學士班,Bachelor,101,17,118,14.40677966
101,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,49,8,57,14.03508772
100,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,44,7,51,13.7254902
99,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,135,21,156,13.46153846
101,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,136,21,157,13.37579618
101,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,41,6,47,12.76595745
104,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,130,19,149,12.75167785
105,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,137,19,156,12.17948718
104,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,39,5,44,11.36363636
102,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,47,6,53,11.32075472
100,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,134,17,151,11.25827815
103,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,40,5,45,11.11111111
98,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,137,17,154,11.03896104
102,521302,工程科學及海洋工程學系,工學院,8,工學院學士班,Bachelor,43,5,48,10.41666667
101,520301,土木工程學系,工學院,8,工學院學士班,Bachelor,96,11,107,10.28037383
97,520502,材料科學與工程學系,工學院,8,工學院學士班,Bachelor,48,5,53,9.433962264
97,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,144,15,159,9.433962264
102,520201,機械工程學系,工學院,8,工學院學士班,Bachelor,136,14,150,9.333333333
103,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,4,13,17,76.47058824
100,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,8,20,28,71.42857143
97,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,4,8,12,66.66666667
102,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,5,10,15,66.66666667
97,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,10,20,30,66.66666667
99,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,4,7,11,63.63636364
97,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,2,3,5,60
98,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,2,3,5,60
105,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,11,15,26,57.69230769
99,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,12,16,28,57.14285714
101,520301,土木工程學系 水利工程組,工學院,8,工學院碩士班,Master,10,13,23,56.52173913
102,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,14,18,32,56.25
103,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,12,15,27,55.55555556
99,520301,土木工程學系交通工程組,工學院,8,工學院碩士班,Master,11,13,24,54.16666667
98,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,13,14,27,51.85185185
97,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,16,17,33,51.51515152
101,520301,土木工程學系 營建工程與管理組,工學院,8,工學院碩士班,Master,8,8,16,50
100,520301,土木工程學系 交通工程組,工學院,8,工學院碩士班,Master,13,13,26,50
101,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,15,15,30,50
104,520901,環境工程學研究所,工學院,8,工學院碩士班,Master,22,22,44,50
101,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,18,17,35,48.57142857
100,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,17,16,33,48.48484848
98,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,20,18,38,47.36842105
101,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,6,5,11,45.45454545
105,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,6,5,11,45.45454545
98,520901,環境工程學研究所環境科學與工程組,工學院,8,工學院碩士班,Master,18,15,33,45.45454545
102,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,28,23,51,45.09803922
102,520301,土木工程學系 大地工程組,工學院,8,工學院碩士班,Master,17,13,30,43.33333333
97,520901,環境工程學研究所環境科學與工程組,工學院,8,工學院碩士班,Master,19,14,33,42.42424242
103,520901,環境工程學研究所 環境科學與工程組,工學院,8,工學院碩士班,Master,19,14,33,42.42424242
105,520301,土木工程學系,工學院,8,工學院碩士班,Master,10,7,17,41.17647059
99,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,23,16,39,41.02564103
100,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,3,2,5,40
102,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,3,2,5,40
99,520901,環境工程學研究所環境科學與工程組,工學院,8,工學院碩士班,Master,21,14,35,40
101,520901,環境工程學研究所 環境科學與工程組,工學院,8,工學院碩士班,Master,22,14,36,38.88888889
102,520301,土木工程學系 營建工程與管理組,工學院,8,工學院碩士班,Master,8,5,13,38.46153846
105,520301,土木工程學系－電腦輔助工程組,工學院,8,工學院碩士班,Master,8,5,13,38.46153846
97,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,33,20,53,37.73584906
102,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,20,12,32,37.5
97,520301,土木工程學系交通工程組,工學院,8,工學院碩士班,Master,17,10,27,37.03703704
98,520301,土木工程學系水利工程組,工學院,8,工學院碩士班,Master,17,10,27,37.03703704
104,520301,土木工程學系,工學院,8,工學院碩士班,Master,102,60,162,37.03703704
98,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,7,4,11,36.36363636
98,520301,土木工程學系交通工程組,工學院,8,工學院碩士班,Master,14,8,22,36.36363636
104,589901,建築與城鄉研究所,工學院,8,工學院碩士班,Master,21,12,33,36.36363636
105,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,35,20,55,36.36363636
104,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,37,21,58,36.20689655
100,520901,環境工程學研究所 環境科學與工程組,工學院,8,工學院碩士班,Master,25,14,39,35.8974359
100,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,9,5,14,35.71428571
100,520901,環境工程學研究所 環境規劃與管理組,工學院,8,工學院碩士班,Master,9,5,14,35.71428571
103,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,18,10,28,35.71428571
101,520301,土木工程學系 大地工程組,工學院,8,工學院碩士班,Master,20,11,31,35.48387097
104,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,13,7,20,35
102,520301,土木工程學系 水利工程組,工學院,8,工學院碩士班,Master,15,8,23,34.7826087
101,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,19,10,29,34.48275862
103,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,23,12,35,34.28571429
105,520901,環境工程學研究所 環境科學與工程組,工學院,8,工學院碩士班,Master,23,12,35,34.28571429
105,520301,土木工程學系－營建工程與管理組,工學院,8,工學院碩士班,Master,8,4,12,33.33333333
97,520301,土木工程學系水利工程組,工學院,8,工學院碩士班,Master,16,8,24,33.33333333
103,520301,土木工程學系 水利工程組,工學院,8,工學院碩士班,Master,16,8,24,33.33333333
105,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,18,9,27,33.33333333
98,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,22,11,33,33.33333333
102,520901,環境工程學研究所 環境科學與工程組,工學院,8,工學院碩士班,Master,22,11,33,33.33333333
105,520301,土木工程學系－結構工程組,工學院,8,工學院碩士班,Master,32,16,48,33.33333333
98,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,36,18,54,33.33333333
101,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,33,16,49,32.65306122
102,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,24,11,35,31.42857143
101,520301,土木工程學系 結構工程組,工學院,8,工學院碩士班,Master,35,16,51,31.37254902
97,520301,土木工程學系營建工程與管理組,工學院,8,工學院碩士班,Master,11,5,16,31.25
104,520301,土木工程學系,工學院,8,工學院碩士班,Master,11,5,16,31.25
102,520301,土木工程學系 交通工程組,工學院,8,工學院碩士班,Master,22,10,32,31.25
105,520301,土木工程學系－大地工程組,工學院,8,工學院碩士班,Master,22,10,32,31.25
103,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,40,18,58,31.03448276
100,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,38,17,55,30.90909091
99,520301,土木工程學系結構工程組,工學院,8,工學院碩士班,Master,36,16,52,30.76923077
99,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,34,15,49,30.6122449
105,520301,土木工程學系－交通工程組,工學院,8,工學院碩士班,Master,23,10,33,30.3030303
104,520401,化學工程學系,工學院,8,工學院碩士班,Master,65,28,93,30.10752688
104,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,21,9,30,30
98,520301,土木工程學系大地工程組,工學院,8,工學院碩士班,Master,19,8,27,29.62962963
99,520301,土木工程學系大地工程組,工學院,8,工學院碩士班,Master,19,8,27,29.62962963
101,520301,土木工程學系 交通工程組,工學院,8,工學院碩士班,Master,19,8,27,29.62962963
102,520301,土木工程學系 營建工程與管理組,工學院,8,工學院碩士班,Master,12,5,17,29.41176471
97,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,24,10,34,29.41176471
99,520301,土木工程學系水利工程組,工學院,8,工學院碩士班,Master,17,7,24,29.16666667
97,520401,化學工程學系,工學院,8,工學院碩士班,Master,62,25,87,28.73563218
105,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,48,19,67,28.35820896
105,520301,土木工程學系－水利工程組,工學院,8,工學院碩士班,Master,18,7,25,28
103,521307,醫學工程學研究所,工學院,8,工學院碩士班,Master,36,14,50,28
103,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,13,5,18,27.77777778
98,520301,土木工程學系營建工程與管理組,工學院,8,工學院碩士班,Master,21,8,29,27.5862069
104,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,21,8,29,27.5862069
100,520301,土木工程學系 營建工程與管理組,工學院,8,工學院碩士班,Master,11,4,15,26.66666667
100,520301,土木工程學系 大地工程組,工學院,8,工學院碩士班,Master,22,8,30,26.66666667
102,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,61,22,83,26.5060241
100,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,43,15,58,25.86206897
97,520301,土木工程學系營建工程與管理組,工學院,8,工學院碩士班,Master,12,4,16,25
103,520301,土木工程學系 營建工程與管理組,工學院,8,工學院碩士班,Master,12,4,16,25
102,520201,機械工程學系 流體力學組,工學院,8,工學院碩士班,Master,15,5,20,25
105,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,24,8,32,25
103,520301,土木工程學系 大地工程組,工學院,8,工學院碩士班,Master,25,8,33,24.24242424
99,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,47,15,62,24.19354839
102,520301,土木工程學系 結構工程組,工學院,8,工學院碩士班,Master,38,12,50,24
102,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,13,4,17,23.52941176
98,520301,土木工程學系電腦輔助工程組,工學院,8,工學院碩士班,Master,10,3,13,23.07692308
98,520401,化學工程學系,工學院,8,工學院碩士班,Master,70,21,91,23.07692308
105,520401,化學工程學系,工學院,8,工學院碩士班,Master,74,22,96,22.91666667
104,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,51,15,66,22.72727273
99,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,24,7,31,22.58064516
103,520301,土木工程學系 結構工程組,工學院,8,工學院碩士班,Master,38,11,49,22.44897959
100,520301,土木工程學系 電腦輔助工程組,工學院,8,工學院碩士班,Master,7,2,9,22.22222222
99,520201,機械工程學系固體力學組,工學院,8,工學院碩士班,Master,28,8,36,22.22222222
100,520401,化學工程學系,工學院,8,工學院碩士班,Master,74,21,95,22.10526316
102,520401,化學工程學系,工學院,8,工學院碩士班,Master,71,20,91,21.97802198
101,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,64,18,82,21.95121951
97,520301,土木工程學系大地工程組,工學院,8,工學院碩士班,Master,18,5,23,21.73913043
103,520401,化學工程學系,工學院,8,工學院碩士班,Master,69,19,88,21.59090909
100,520301,土木工程學系 結構工程組,工學院,8,工學院碩士班,Master,40,11,51,21.56862745
102,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,51,14,65,21.53846154
103,520301,土木工程學系 電腦輔助工程組,工學院,8,工學院碩士班,Master,11,3,14,21.42857143
100,520407,高分子科學與工程學研究所,工學院,8,工學院碩士班,Master,22,6,28,21.42857143
101,520401,化學工程學系,工學院,8,工學院碩士班,Master,71,19,90,21.11111111
100,520201,機械工程學系 流體力學組,工學院,8,工學院碩士班,Master,15,4,19,21.05263158
97,520301,土木工程學系結構工程組,工學院,8,工學院碩士班,Master,43,11,54,20.37037037
99,520901,環境工程學研究所環境規劃與管理組,工學院,8,工學院碩士班,Master,4,1,5,20
99,520301,土木工程學系營建工程與管理組,工學院,8,工學院碩士班,Master,12,3,15,20
103,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,48,12,60,20
98,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,65,16,81,19.75308642
101,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,50,12,62,19.35483871
98,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,48,11,59,18.6440678
105,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,70,16,86,18.60465116
103,520301,土木工程學系 交通工程組,工學院,8,工學院碩士班,Master,22,5,27,18.51851852
102,520301,土木工程學系 電腦輔助工程組,工學院,8,工學院碩士班,Master,9,2,11,18.18181818
103,520201,機械工程學系 設計組,工學院,8,工學院碩士班,Master,32,7,39,17.94871795
99,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,72,15,87,17.24137931
99,520401,化學工程學系,工學院,8,工學院碩士班,Master,73,15,88,17.04545455
98,520301,土木工程學系結構工程組,工學院,8,工學院碩士班,Master,44,9,53,16.98113208
97,520301,土木工程學系電腦輔助工程組,工學院,8,工學院碩士班,Master,10,2,12,16.66666667
102,520201,機械工程學系 熱學組,工學院,8,工學院碩士班,Master,15,3,18,16.66666667
97,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,66,13,79,16.4556962
104,521302,工程科學及海洋工程學系,工學院,8,工學院碩士班,Master,68,13,81,16.04938272
100,520301,土木工程學系 水利工程組,工學院,8,工學院碩士班,Master,21,4,25,16
105,520601,工業工程學研究所,工學院,8,工學院碩士班,Master,16,3,19,15.78947368
102,520201,機械工程學系 系統控制組,工學院,8,工學院碩士班,Master,32,6,38,15.78947368
103,520201,機械工程學系 熱學組,工學院,8,工學院碩士班,Master,17,3,20,15
105,520201,機械工程學系－流體力學組,工學院,8,工學院碩士班,Master,17,3,20,15
101,520201,機械工程學系 系統控制組,工學院,8,工學院碩士班,Master,29,5,34,14.70588235
99,520201,機械工程學系熱學組,工學院,8,工學院碩士班,Master,18,3,21,14.28571429
100,520201,機械工程學系 製造組,工學院,8,工學院碩士班,Master,30,5,35,14.28571429
101,520201,機械工程學系 固體力學組,工學院,8,工學院碩士班,Master,30,5,35,14.28571429
98,520201,機械工程學系設計組,工學院,8,工學院碩士班,Master,36,6,42,14.28571429
97,520502,材料科學與工程學系,工學院,8,工學院碩士班,Master,48,8,56,14.28571429
103,520201,機械工程學系 製造組,工學院,8,工學院碩士班,Master,31,5,36,13.88888889
105,520201,機械工程學系－系統控制組,工學院,8,工學院碩士班,Master,38,6,44,13.63636364
99,520201,機械工程學系系統控制組,工學院,8,工學院碩士班,Master,32,5,37,13.51351351
100,520201,機械工程學系 設計組,工學院,8,工學院碩士班,Master,32,5,37,13.51351351
99,520201,機械工程學系製造組,工學院,8,工學院碩士班,Master,27,4,31,12.90322581
102,520201,機械工程學系 固體力學組,工學院,8,工學院碩士班,Master,34,5,39,12.82051282
98,520301,土木工程學系營建工程與管理組,工學院,8,工學院碩士班,Master,14,2,16,12.5
